repeat,scenario,policy,parents,successRate,latencyP95,workerSecondsPerParent,orphanSecondsPerParent,orphanShare,maxQueue
17,steady,queued_only,466,0.37553648068669526,5.869086187510405,16.4728464438007,2.90973193194243,0.17663807781304622,77
17,steady,cooperative_1000ms,466,0.49141630901287553,5.885453884626315,15.926797449272868,0.7490386689348743,0.047030086953800704,67
17,steady,cooperative_250ms,466,0.5278969957081545,5.847824166108751,15.670895347416401,0.19414081677362327,0.01238862314306952,66
17,bursty,no_cancel,355,0.4647887323943662,5.903636091874944,16.781425975577772,3.3162293481268885,0.1976130844275713,105
17,bursty,queued_only,355,0.48732394366197185,5.847824166108751,16.073748451354575,2.3649029851877112,0.14712828139278333,105
17,bursty,cooperative_1000ms,355,0.5154929577464789,5.884373083411873,15.29367400114907,0.982179444749505,0.06422128814016242,105
17,bursty,cooperative_250ms,355,0.532394366197183,5.862556924805006,14.986148609745063,0.28527796311376186,0.019036109312852652,102
17,no_timeout_control,no_cancel,511,1,24.076589102620858,16.908685796016933,0,0,176
17,no_timeout_control,queued_only,511,1,24.076589102620858,16.908685796016933,0,0,176
17,no_timeout_control,cooperative_1000ms,511,1,24.076589102620858,16.908685796016933,0,0,176
17,no_timeout_control,cooperative_250ms,511,1,24.076589102620858,16.908685796016933,0,0,176
18,steady,no_cancel,435,0.4827586206896552,5.851905609263497,16.803154830913613,1.9666347186220494,0.1170396118117017,69
18,steady,queued_only,435,0.49885057471264366,5.89692404523575,16.661073680180277,1.6992018228154988,0.1019863338601545,69
18,steady,cooperative_1000ms,435,0.542528735632184,5.89619990614932,16.086811637417444,0.6464559076336105,0.040185458884218754,61
18,steady,cooperative_250ms,435,0.5517241379310345,5.877145744293607,15.815684368644202,0.1781227967964978,0.011262414742522292,54
18,bursty,no_cancel,377,0.46949602122015915,5.82927728101852,16.66135331449442,3.6577129238553794,0.21953276272422476,103
18,bursty,queued_only,377,0.4986737400530504,5.82927728101852,15.879655873737404,2.2837973811607934,0.14381907261213736,101
18,bursty,cooperative_1000ms,377,0.5119363395225465,5.89692404523575,15.261026082687057,1.0257025851714903,0.06721059118921914,88
