model,pattern,rate,repeat,policy,throughput_rps,drop_rate,p50_ms,p95_ms,p99_ms,slo_attainment,mean_batch_size
batch-efficient,bursty,90,21,single,90.24,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,21,b4-now,90.24,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,21,b4-2ms,90.24,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,21,b8-2ms,90.24,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,21,b8-5ms,90.24,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,21,b16-5ms,90.24,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,21,b16-10ms,90.24,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,22,single,90.24,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,22,b4-now,90.24,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,22,b4-2ms,90.24,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,22,b8-2ms,90.24,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,22,b8-5ms,90.24,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,22,b16-5ms,90.24,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,22,b16-10ms,90.24,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,23,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,23,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,23,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,23,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,23,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,23,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,23,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,24,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,24,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,24,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,24,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,24,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,24,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,24,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,25,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,25,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,25,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,25,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,25,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,25,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,25,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,26,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,26,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,26,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,26,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,26,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,26,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,26,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,27,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,27,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,27,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,27,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,27,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,27,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,27,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,28,single,90.22,0,54.399999999996,96.40000000002328,96.40000000002328,0.24983373974728443,1
batch-efficient,bursty,90,28,b4-now,90.22,0,20.283775578809582,32.51070588349103,32.510705883498304,0.5624030148525826,3.2
batch-efficient,bursty,90,28,b4-2ms,90.22,0,20.62566336821328,28.16755115761771,28.167551157624985,0.7499445799157615,4
batch-efficient,bursty,90,28,b8-2ms,90.22,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,28,b8-5ms,90.22,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,28,b16-5ms,90.22,0,14.20534252935613,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,28,b16-10ms,90.22,0,14.925351084501017,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,29,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,29,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,29,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,29,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,29,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,29,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,29,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,30,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,30,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,30,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,30,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,30,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,30,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,30,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,31,single,90.24,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,31,b4-now,90.24,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,31,b4-2ms,90.24,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,31,b8-2ms,90.24,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,31,b8-5ms,90.24,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,31,b16-5ms,90.24,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,31,b16-10ms,90.24,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,32,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,32,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,32,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,32,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,32,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,32,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,32,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,33,single,90.24,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,33,b4-now,90.24,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,33,b4-2ms,90.24,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,33,b8-2ms,90.24,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,33,b8-5ms,90.24,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,33,b16-5ms,90.24,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,33,b16-10ms,90.24,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,34,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,34,b4-now,89.92,0,20.283775578809582,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,34,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,34,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,34,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,34,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,34,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,35,single,90.24,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,35,b4-now,90.24,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,35,b4-2ms,90.24,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,35,b8-2ms,90.24,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,35,b8-5ms,90.24,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,35,b16-5ms,90.24,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,35,b16-10ms,90.24,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,36,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,36,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,36,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,36,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,36,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,36,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,36,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,37,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,37,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,37,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,37,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,37,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,37,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,37,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,38,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,38,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,38,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,38,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,38,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,38,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,38,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,39,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,39,b4-now,89.92,0,20.283775578809582,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,39,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,39,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,39,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,39,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,39,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,40,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,40,b4-now,89.92,0,20.283775578809582,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,40,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,40,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,40,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,40,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,40,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,41,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,41,b4-now,89.92,0,20.283775578809582,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,41,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,41,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,41,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,41,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,41,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,42,single,89.96,0,54.399999999996,96.40000000002328,96.40000000002328,0.2498888394842152,1
batch-efficient,bursty,90,42,b4-now,89.96,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5622498888394842,3.2
batch-efficient,bursty,90,42,b4-2ms,89.96,0,20.62566336821328,28.16755115761771,28.167551157624985,0.7496665184526456,4
batch-efficient,bursty,90,42,b8-2ms,89.96,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,42,b8-5ms,89.96,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,42,b16-5ms,89.96,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,42,b16-10ms,89.96,0,14.925351084501017,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,43,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,43,b4-now,89.92,0,20.283775578809582,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,43,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,43,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,43,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,43,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,43,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,44,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,44,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,44,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,44,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,44,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,44,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,44,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,45,single,90.14,0,48.40000000001237,96.40000000002328,96.40000000002328,0.25027734635012205,1
batch-efficient,bursty,90,45,b4-now,90.14,0,19.883775578811765,32.51070588349103,32.510705883498304,0.5631240292877746,3.1989342806394316
batch-efficient,bursty,90,45,b4-2ms,90.14,0,15.483775578813948,28.16755115761771,28.167551157624985,0.7506101619702684,3.999259807549963
batch-efficient,bursty,90,45,b8-2ms,90.14,0,15.491960066006868,21.674423897085944,21.67442389709322,1,5.333662388943732
batch-efficient,bursty,90,45,b8-5ms,90.14,0,12.322233697064803,18.644467394115054,18.644467394129606,1,7.992603550295858
batch-efficient,bursty,90,45,b16-5ms,90.14,0,14.20534252935613,18.490385044628056,18.49038504463533,1,8.004444444444445
batch-efficient,bursty,90,45,b16-10ms,90.14,0,14.925351084501017,18.125351084498107,18.125351084498107,1,15.985207100591715
batch-efficient,bursty,90,46,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,46,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,46,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,46,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,46,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,46,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,46,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,47,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,47,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,47,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,47,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,47,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,47,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,47,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,48,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,48,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,48,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,48,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,48,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,48,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,48,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,49,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,49,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,49,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,49,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,49,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,49,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,49,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,50,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,50,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,50,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,50,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,50,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,50,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,50,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,51,single,90.24,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,51,b4-now,90.24,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,51,b4-2ms,90.24,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,51,b8-2ms,90.24,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,51,b8-5ms,90.24,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,51,b16-5ms,90.24,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,51,b16-10ms,90.24,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,52,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,52,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.1994082840236686
batch-efficient,bursty,90,52,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,3.9992603550295858
batch-efficient,bursty,90,52,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.332347140039448
batch-efficient,bursty,90,52,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,7.9985207100591715
batch-efficient,bursty,90,52,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,7.9985207100591715
batch-efficient,bursty,90,52,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,15.997041420118343
batch-efficient,bursty,90,53,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,53,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,53,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
batch-efficient,bursty,90,53,b8-2ms,89.92,0,15.891960066001047,21.674423897085944,21.67442389709322,1,5.333333333333333
batch-efficient,bursty,90,53,b8-5ms,89.92,0,15.844467394115782,18.644467394115054,18.644467394129606,1,8
batch-efficient,bursty,90,53,b16-5ms,89.92,0,14.605342529355767,18.490385044628056,18.49038504463533,1,8
batch-efficient,bursty,90,53,b16-10ms,89.92,0,15.325351084495196,18.125351084498107,18.125351084498107,1,16
batch-efficient,bursty,90,54,single,89.94,0,48.40000000001237,96.40000000002328,96.40000000002328,0.2501667778519013,1
batch-efficient,bursty,90,54,b4-now,89.94,0,19.883775578811765,32.51070588349103,32.510705883498304,0.5625972870802758,3.198695136417556
batch-efficient,bursty,90,54,b4-2ms,89.94,0,15.483775578813948,28.16755115761771,28.167551157624985,0.7500555926173004,3.9977761304670127
batch-efficient,bursty,90,54,b8-2ms,89.94,0,15.491960066006868,21.674423897085944,21.67442389709322,1,5.32905138339921
batch-efficient,bursty,90,54,b8-5ms,89.94,0,12.322233697064803,18.644467394115054,18.644467394129606,1,7.989629629629629
batch-efficient,bursty,90,54,b16-5ms,89.94,0,14.20534252935613,18.490385044628056,18.49038504463533,1,7.989629629629629
batch-efficient,bursty,90,54,b16-10ms,89.94,0,14.925351084501017,18.125351084498107,18.125351084498107,1,15.955621301775148
batch-efficient,bursty,90,55,single,89.92,0,54.399999999996,96.40000000002328,96.40000000002328,0.25,1
batch-efficient,bursty,90,55,b4-now,89.92,0,20.2837755788114,32.51070588349103,32.510705883498304,0.5625,3.2
batch-efficient,bursty,90,55,b4-2ms,89.92,0,20.62566336821328,28.16755115761771,28.167551157624985,0.75,4
